Student_ID,Name,Gender,Age,Education_Level,Discipline,Skills,Preferred_Location,Fallback_City,Sector_Interest,Category,District_Type,CGPA,Percentage,Availability,Preferred_Mode,Languages_Known,Experience_Level,Project_Experience,Num_Projects,Aptitude_Score,Soft_Skills_Rating,Relocation_Willingness,Smart_City_Preference,Smart_Domain_Interest
S02996,Frado Dave,Male,24,PhD,Science,"IoT, Python, ML, Java",Durgapur,Mumbai,Public Policy,EWS,Urban,6.64,68,Part-time,Hybrid,Hindi,Fresher,No,5,89,5,No,Gaya,Water Supply
S02997,Daksha Misra,Male,27,PG,Engineering,"Web Dev, Data Science, Cloud",Mysuru,Pune,Research,EWS,Rural,8.95,75,Full-time,Hybrid,"Regional, English",2+ years,No,3,63,4,No,Vadodara,Water Supply
S02998,Bakhshi Tata,Female,20,PhD,Management,"Cloud, Web Dev, IoT, AI",Bangalore,Mysuru,Research,OBC,Aspirational,9.09,85,Full-time,Hybrid,Hindi,Fresher,Yes,0,57,5,No,Jaipur,Governance
S02999,Aachal Palan,Other,20,PG,Commerce,"Cloud, IoT",Gurugram,Pune,Manufacturing,SC,Urban,5.02,83,Full-time,Offline,English,1-2 years,No,2,79,3,Yes,Kolkata,Water Supply
S03000,Dakshesh Korpal,Other,20,PhD,Management,"AI, Marketing, C++",Patna,Gaya,Agriculture,GEN,Rural,8.69,98,Full-time,Offline,"English, Regional",1-2 years,No,6,55,2,Yes,Patna,Governance
S03001,Hritik Pandya,Female,23,UG,Commerce,"AI, App Dev, Finance, Python",Delhi,Gurugram,Finance,GEN,Aspirational,8.33,96,Part-time,Hybrid,"English, Hindi",1-2 years,No,3,73,1,No,Guwahati,Governance
S03002,Faqid Subramaniam,Other,18,UG,Management,"Finance, Data Science",Noida,Delhi,Smart Mobility,ST,Urban,5.74,75,Full-time,Hybrid,English,Fresher,No,1,60,3,No,Lucknow,Water Supply
S03003,Nihal Bhandari,Other,26,PG,Management,"AI, Java, C++, Public Policy",Mumbai,Pune,Education,OBC,Urban,8.47,57,Full-time,Hybrid,"English, Hindi",1-2 years,No,4,51,2,Yes,Kanpur,Healthcare
S03004,Riya Dugar,Male,28,PG,Engineering,"Finance, Marketing",Kolkata,Durgapur,Public Policy,ST,Urban,9.27,69,Part-time,Hybrid,Regional,Fresher,Yes,3,58,5,Yes,Surat,Energy
S03005,Gaurav Arya,Male,18,UG,Arts,"Python, App Dev, Public Policy",Kanpur,Delhi,Agriculture,GEN,Rural,7.21,95,Full-time,Hybrid,Hindi,Fresher,No,4,58,5,No,Vadodara,Governance
S03006,Christopher Malhotra,Female,19,PhD,Science,ML,Patna,Gaya,Finance,SC,Urban,9.82,83,Part-time,Offline,Regional,2+ years,No,6,83,3,Yes,Mysuru,Energy
S03007,Ridhi Chadha,Male,23,UG,Management,"Marketing, IoT, Java",Gurugram,Chennai,IT,GEN,Aspirational,6.67,80,Part-time,Hybrid,"Hindi, English",1-2 years,Yes,3,40,3,Yes,Bhopal,Water Supply
S03008,Xalak Tripathi,Other,27,PhD,Engineering,Cloud,Ahmedabad,Surat,Smart Mobility,SC,Aspirational,6.51,65,Full-time,Hybrid,"English, Regional",2+ years,No,5,89,4,No,Durgapur,Waste Management
S03009,Nicholas Grewal,Female,18,PhD,Science,"Public Policy, App Dev",Gaya,Bangalore,E-Governance,SC,Rural,7.92,75,Part-time,Offline,"Hindi, Regional",Fresher,No,5,70,3,No,Chennai,Governance
S03010,Ekaraj Chakraborty,Female,18,UG,Management,SQL,Mysuru,Hyderabad,Education,GEN,Rural,5.11,93,Full-time,Offline,"Regional, Hindi",Fresher,No,1,54,5,No,Gurugram,Governance
S03011,Brijesh Krish,Female,19,PhD,Commerce,App Dev,Chandigarh,Delhi,IT,ST,Aspirational,6.51,73,Full-time,Online,"Hindi, English",Fresher,Yes,5,89,3,No,Kolkata,Mobility
S03012,Champak Rao,Other,25,PhD,Science,"Finance, IoT",Gaya,Bangalore,Smart Mobility,SC,Urban,8.66,57,Part-time,Hybrid,"Regional, Hindi",Fresher,Yes,1,46,2,No,Bangalore,Water Supply
S03013,Aadhya Parmar,Other,30,PG,Arts,Marketing,Bhopal,Indore,Healthcare,SC,Aspirational,6.68,64,Full-time,Offline,"Hindi, English",2+ years,No,2,52,4,No,Vadodara,Waste Management
S03014,Rudra Sarna,Other,29,UG,Engineering,"Cloud, Finance, App Dev, Public Policy",Indore,Bhopal,Smart Mobility,ST,Urban,5.45,55,Part-time,Offline,"Hindi, English",Fresher,Yes,0,58,4,Yes,Kolkata,Mobility
S03015,Chaitaly Memon,Male,26,PhD,Management,"Marketing, Cloud",Vadodara,Bangalore,Smart Mobility,ST,Aspirational,5.52,93,Part-time,Hybrid,Hindi,Fresher,Yes,1,66,2,Yes,Bhopal,Waste Management
S03016,Shivansh Sen,Male,19,PhD,Science,SQL,Delhi,Gurugram,Agriculture,OBC,Rural,8.32,94,Part-time,Hybrid,English,2+ years,No,5,48,4,Yes,Patna,Healthcare
S03017,Vanya Bahl,Other,19,PhD,Engineering,"Cybersecurity, SQL, C++, ML",Guwahati,Kolkata,Agriculture,EWS,Urban,5.28,62,Part-time,Online,"Hindi, Regional",Fresher,Yes,1,52,2,No,Warangal,Mobility
S03018,Aishani Pau,Female,27,PG,Management,Blockchain,Lucknow,Kanpur,Smart Mobility,ST,Urban,9.12,56,Part-time,Online,Regional,2+ years,Yes,5,51,1,Yes,Kolkata,Governance
S03019,Eesha Parmar,Other,25,UG,Commerce,"ML, AI",Lucknow,Kanpur,Education,OBC,Rural,5.89,93,Part-time,Online,"English, Hindi",Fresher,Yes,3,52,3,No,Patna,Governance
S03020,Fariq Suri,Male,25,UG,Engineering,"Public Policy, SQL, AI, Web Dev",Noida,Delhi,Education,SC,Rural,7.21,92,Full-time,Hybrid,Regional,Fresher,No,1,100,5,No,Hyderabad,Energy
S03021,Ekta Lata,Other,24,PhD,Management,"Java, AI",Nagpur,Hyderabad,Education,SC,Urban,6.83,82,Part-time,Offline,Hindi,2+ years,No,3,78,2,No,Hyderabad,Energy
S03022,Ekaraj Sarkar,Female,20,PG,Arts,"SQL, Python",Gurugram,Mumbai,Smart Mobility,GEN,Urban,6.61,78,Part-time,Offline,English,Fresher,Yes,3,53,5,No,Indore,Energy
S03023,Eta Saxena,Other,26,UG,Management,"Python, App Dev",Chennai,Coimbatore,Agriculture,GEN,Urban,5.79,60,Full-time,Offline,"English, Regional",Fresher,No,4,44,5,Yes,Surat,Water Supply
S03024,Isha Agate,Male,18,PhD,Science,"AI, Marketing, Blockchain",Patna,Gaya,Smart Mobility,ST,Urban,6.74,57,Full-time,Online,Regional,1-2 years,Yes,0,46,5,Yes,Mumbai,Water Supply
S03025,Yasti Pingle,Male,20,UG,Arts,"Finance, Java, Public Policy",Kanpur,Mumbai,Agriculture,GEN,Rural,9.9,80,Part-time,Offline,"Regional, Hindi",2+ years,No,4,44,1,No,Surat,Energy
S03026,Aditya Bakshi,Other,29,PhD,Commerce,"Blockchain, ML, Public Policy",Pune,Mumbai,Agriculture,EWS,Urban,9.5,66,Part-time,Hybrid,"Regional, English",Fresher,No,0,55,5,Yes,Mysuru,Healthcare
S03027,Gaurika Dass,Other,24,UG,Commerce,"ML, Public Policy, Java",Kanpur,Pune,E-Governance,ST,Aspirational,6.97,64,Full-time,Online,English,Fresher,No,5,77,5,No,Coimbatore,Waste Management
S03028,Thomas Goda,Other,23,PG,Engineering,"Marketing, Public Policy",Delhi,Gurugram,IT,GEN,Urban,7.36,63,Part-time,Offline,"Hindi, Regional",Fresher,Yes,0,67,3,No,Mumbai,Waste Management
S03029,Sudiksha Bhalla,Female,20,UG,Arts,"Finance, ML",Lucknow,Kanpur,Education,GEN,Rural,8.06,93,Full-time,Online,Regional,1-2 years,Yes,2,47,1,No,Lucknow,Waste Management
S03030,Priya Edwin,Male,22,PG,Commerce,"Cloud, AI, IoT",Noida,Delhi,Public Policy,EWS,Aspirational,7.99,57,Full-time,Hybrid,English,Fresher,No,2,56,1,Yes,Hyderabad,Water Supply
S03031,Tripti Contractor,Female,22,PhD,Engineering,"AI, Blockchain, Finance, IoT",Gaya,Hyderabad,Finance,EWS,Aspirational,6.51,96,Full-time,Online,"Hindi, English",2+ years,No,4,56,5,Yes,Kanpur,Governance
S03032,Chandani Bhagat,Other,20,PhD,Arts,"C++, SQL",Chennai,Coimbatore,E-Governance,SC,Rural,6.33,85,Part-time,Offline,Regional,Fresher,No,4,83,3,Yes,Gaya,Waste Management
S03033,Reva Mammen,Female,24,PG,Engineering,"Java, Web Dev, SQL, Cybersecurity",Hyderabad,Warangal,Healthcare,OBC,Aspirational,7.52,93,Part-time,Online,Hindi,2+ years,Yes,1,45,2,Yes,Bangalore,Energy
S03034,Bachittar Jaggi,Male,27,PhD,Management,Data Science,Patna,Gaya,Smart Mobility,SC,Aspirational,9.43,56,Full-time,Online,Regional,2+ years,No,2,98,3,Yes,Lucknow,Waste Management
S03035,Mohammed Chaudhry,Other,30,UG,Management,"Marketing, ML, App Dev",Patna,Gaya,Public Policy,ST,Aspirational,5.22,55,Part-time,Online,Regional,2+ years,Yes,4,73,1,Yes,Chandigarh,Waste Management
S03036,Pallavi Pandey,Male,19,PhD,Management,"SQL, Cloud",Ahmedabad,Surat,Research,SC,Urban,7.96,98,Full-time,Offline,Hindi,1-2 years,No,1,50,5,No,Ahmedabad,Water Supply
S03037,Ishani Rajan,Male,25,UG,Science,"Cloud, Blockchain, C++",Coimbatore,Bangalore,IT,OBC,Rural,5.48,81,Part-time,Online,"Regional, Hindi",Fresher,No,0,79,2,No,Indore,Healthcare
S03038,Reva Korpal,Male,30,PG,Commerce,"IoT, Cybersecurity, Web Dev, Java",Lucknow,Kanpur,Finance,ST,Urban,5.1,87,Part-time,Hybrid,"Hindi, English",2+ years,No,6,44,4,No,Gaya,Mobility
S03039,Yagnesh Bhavsar,Female,28,UG,Science,"Cloud, ML",Surat,Vadodara,Public Policy,EWS,Urban,9.67,82,Full-time,Hybrid,"English, Regional",Fresher,No,0,76,2,Yes,Mysuru,Waste Management
S03040,Amara Handa,Other,26,PhD,Commerce,ML,Guwahati,Kolkata,Education,SC,Aspirational,9.14,83,Part-time,Hybrid,"English, Hindi",Fresher,No,2,83,3,Yes,Gaya,Governance
S03041,Bachittar Loke,Other,20,UG,Engineering,"Data Science, Web Dev",Nagpur,Mumbai,E-Governance,GEN,Urban,9.25,78,Full-time,Offline,Hindi,2+ years,Yes,6,54,2,No,Nagpur,Waste Management
S03042,Hritik Balan,Male,27,PhD,Arts,"Python, AI",Chennai,Coimbatore,Education,ST,Aspirational,5.81,85,Part-time,Online,Hindi,1-2 years,No,3,68,5,No,Coimbatore,Water Supply
S03043,Gabriel Chaudhry,Other,28,PhD,Arts,"Data Science, IoT, Java, Cloud",Bangalore,Mysuru,Education,EWS,Urban,5.47,81,Full-time,Offline,Regional,2+ years,Yes,2,63,2,Yes,Lucknow,Water Supply
S03044,Amruta Apte,Female,21,UG,Arts,"Cybersecurity, ML, Python",Mysuru,Mumbai,Finance,OBC,Rural,6.99,59,Part-time,Offline,"Hindi, Regional",Fresher,No,3,98,1,Yes,Vadodara,Energy
S03045,Nidra Kannan,Other,29,UG,Science,"IoT, Cybersecurity, Java",Kolkata,Durgapur,Education,OBC,Urban,7.66,71,Full-time,Online,English,2+ years,No,1,69,3,Yes,Delhi,Water Supply
S03046,Andrew Chopra,Female,27,UG,Engineering,"Cloud, Data Science, Java",Indore,Bhopal,Smart Mobility,SC,Aspirational,6.95,95,Part-time,Offline,Hindi,1-2 years,No,6,56,4,No,Hyderabad,Waste Management
S03047,Reyansh Mallick,Other,26,PG,Science,"Cybersecurity, Java",Surat,Vadodara,Agriculture,OBC,Rural,9.43,85,Full-time,Online,English,1-2 years,Yes,2,86,4,Yes,Nagpur,Healthcare
S03048,Ethan Butala,Female,18,UG,Management,Cybersecurity,Ahmedabad,Surat,Research,EWS,Rural,5.83,92,Full-time,Offline,Regional,2+ years,Yes,5,50,4,No,Delhi,Healthcare
S03049,Sanya Sura,Other,20,UG,Science,"Cybersecurity, Data Science",Delhi,Gurugram,IT,OBC,Urban,7.47,75,Full-time,Offline,English,1-2 years,No,5,48,2,Yes,Mumbai,Energy
S03050,Gopal Choudhary,Other,24,PhD,Commerce,"Blockchain, AI, Python, Cloud",Nagpur,Hyderabad,Healthcare,OBC,Urban,9.58,64,Full-time,Online,"English, Hindi",1-2 years,Yes,3,97,2,Yes,Mumbai,Governance
S03051,Aayush Dhingra,Female,18,PG,Management,Python,Gaya,Hyderabad,E-Governance,SC,Urban,8.92,69,Full-time,Online,English,Fresher,Yes,4,61,2,No,Ahmedabad,Governance
S03052,Mahika Sami,Other,23,PhD,Commerce,"Cloud, ML, Finance, Blockchain",Indore,Bhopal,Manufacturing,OBC,Rural,9.8,91,Full-time,Hybrid,English,Fresher,Yes,6,72,3,No,Kanpur,Waste Management
S03053,Inaya Halder,Female,21,UG,Arts,"Public Policy, IoT, ML, C++",Bangalore,Mysuru,Public Policy,OBC,Rural,6.33,58,Full-time,Hybrid,"Regional, English",1-2 years,Yes,1,41,3,Yes,Noida,Water Supply
S03054,Zinal Kota,Male,21,PhD,Management,Public Policy,Hyderabad,Warangal,Smart Mobility,ST,Rural,8.55,84,Part-time,Offline,"Hindi, English",2+ years,No,2,76,4,Yes,Lucknow,Energy
S03055,Krisha Raman,Female,28,PhD,Commerce,"Java, C++, Cloud, Marketing",Kanpur,Hyderabad,Finance,GEN,Aspirational,6.63,93,Part-time,Offline,"Regional, English",1-2 years,No,1,76,1,Yes,Hyderabad,Waste Management
S03056,Ishani Deshmukh,Male,20,UG,Engineering,"Marketing, Web Dev",Durgapur,Hyderabad,E-Governance,ST,Aspirational,8.99,61,Full-time,Offline,"Regional, English",Fresher,Yes,1,90,5,No,Kanpur,Healthcare
S03057,Aradhana Shukla,Male,22,UG,Management,AI,Gurugram,Bangalore,IT,SC,Urban,5.82,60,Part-time,Offline,Hindi,1-2 years,Yes,1,96,2,Yes,Chennai,Waste Management
S03058,Ikbal Chacko,Female,23,PG,Arts,"AI, IoT",Hyderabad,Warangal,IT,GEN,Rural,6.31,89,Part-time,Online,"English, Hindi",2+ years,Yes,6,70,3,Yes,Noida,Waste Management
S03059,Vanya Loyal,Other,22,UG,Science,"ML, Finance, Public Policy",Patna,Gaya,Education,EWS,Aspirational,6.86,62,Part-time,Online,Regional,1-2 years,Yes,1,50,4,No,Surat,Energy
S03060,Janani Walla,Other,30,PG,Commerce,"Python, Finance, SQL, Public Policy",Kanpur,Hyderabad,Public Policy,ST,Urban,9.56,75,Full-time,Hybrid,"Hindi, English",2+ years,No,0,100,2,No,Delhi,Waste Management
S03061,Parth Vig,Other,28,PG,Engineering,"Data Science, ML, Finance, C++",Indore,Bhopal,Education,ST,Urban,7.95,98,Part-time,Hybrid,Regional,1-2 years,Yes,2,58,4,No,Bhopal,Energy
S03062,Prisha Prashad,Male,27,UG,Arts,"Cybersecurity, Marketing, Blockchain, Public Policy",Kolkata,Durgapur,Finance,SC,Urban,7.28,72,Full-time,Offline,"Hindi, Regional",2+ years,Yes,6,65,1,Yes,Delhi,Mobility
S03063,Nisha Datta,Male,26,PhD,Science,"Blockchain, Finance, Cloud, Data Science",Kolkata,Durgapur,Finance,SC,Rural,7.86,89,Part-time,Offline,"English, Hindi",2+ years,Yes,3,49,3,No,Bhopal,Energy
S03064,Ojasvi Ramaswamy,Female,26,PhD,Science,C++,Guwahati,Kolkata,Agriculture,ST,Rural,8.03,57,Part-time,Hybrid,Hindi,1-2 years,No,4,61,4,No,Mysuru,Water Supply
S03065,Chasmum Sahni,Other,27,PhD,Science,"Java, Cybersecurity",Gaya,Hyderabad,Healthcare,SC,Urban,8.16,62,Part-time,Online,Hindi,Fresher,No,6,55,2,Yes,Surat,Healthcare
S03066,Abhiram Patla,Male,19,PhD,Commerce,"C++, SQL, Finance, Public Policy",Mumbai,Pune,IT,OBC,Aspirational,6.31,94,Full-time,Online,"Hindi, English",1-2 years,Yes,2,46,3,Yes,Warangal,Water Supply
S03067,Sachi Sundaram,Other,24,PhD,Science,Cybersecurity,Gurugram,Hyderabad,Healthcare,EWS,Urban,5.37,82,Part-time,Hybrid,Hindi,Fresher,Yes,0,98,1,Yes,Mumbai,Energy
S03068,Maanas Atwal,Other,26,UG,Management,"IoT, ML, Cybersecurity, AI",Kolkata,Durgapur,Healthcare,EWS,Urban,8.79,63,Part-time,Hybrid,"Hindi, Regional",Fresher,No,2,65,1,Yes,Mysuru,Healthcare
S03069,Advay De,Male,23,PG,Science,"Public Policy, Python, C++",Surat,Vadodara,Public Policy,SC,Aspirational,9.48,76,Full-time,Online,Hindi,Fresher,No,4,83,2,Yes,Gurugram,Governance
S03070,Kavya Sachdeva,Other,28,PG,Commerce,"Python, Finance, Cybersecurity, Web Dev",Surat,Vadodara,Manufacturing,OBC,Rural,9.68,92,Full-time,Offline,"Hindi, Regional",1-2 years,No,1,90,4,Yes,Durgapur,Waste Management
S03071,Harrison Pandit,Female,28,PhD,Engineering,"SQL, C++",Ahmedabad,Surat,Finance,EWS,Aspirational,8.49,62,Full-time,Online,"Regional, Hindi",Fresher,No,2,74,4,No,Vadodara,Healthcare
S03072,Eiravati Bhatnagar,Female,29,UG,Engineering,"IoT, Finance, App Dev, C++",Warangal,Pune,Agriculture,OBC,Rural,6.77,97,Full-time,Hybrid,Regional,Fresher,Yes,4,54,3,Yes,Ahmedabad,Mobility
S03073,Nitesh Balakrishnan,Male,28,UG,Arts,ML,Chennai,Coimbatore,Finance,EWS,Urban,6.92,88,Full-time,Online,"English, Regional",2+ years,Yes,4,50,3,Yes,Noida,Energy
S03074,Saumya Deep,Female,22,UG,Commerce,Blockchain,Kolkata,Durgapur,Agriculture,SC,Aspirational,8.23,79,Part-time,Online,Hindi,1-2 years,No,1,82,1,Yes,Chandigarh,Water Supply
S03075,Dayamai Patil,Male,28,PG,Engineering,"Finance, Marketing, Java, C++",Indore,Bhopal,Public Policy,SC,Urban,8.55,63,Part-time,Hybrid,English,1-2 years,Yes,2,58,3,No,Pune,Water Supply
S03076,Urmi Sachdev,Female,21,UG,Management,Public Policy,Bangalore,Mysuru,Education,ST,Rural,9.24,98,Part-time,Hybrid,Hindi,1-2 years,Yes,0,75,2,Yes,Noida,Water Supply
S03077,Gopal Brar,Female,26,UG,Commerce,C++,Guwahati,Kolkata,Agriculture,ST,Rural,8.12,83,Full-time,Online,Hindi,1-2 years,No,4,87,4,No,Bhopal,Waste Management
S03078,Chavvi Munshi,Male,28,PG,Engineering,Java,Durgapur,Chennai,Agriculture,SC,Rural,9.87,66,Part-time,Hybrid,English,Fresher,No,4,85,4,Yes,Vadodara,Governance
S03079,Qabil Babu,Male,21,PG,Management,"Cybersecurity, App Dev",Mysuru,Hyderabad,E-Governance,SC,Aspirational,5.86,94,Part-time,Hybrid,"Regional, English",2+ years,Yes,3,90,1,No,Mumbai,Water Supply
S03080,Wridesh Lall,Female,27,PhD,Management,ML,Hyderabad,Warangal,IT,GEN,Rural,5.41,66,Part-time,Offline,Regional,Fresher,Yes,0,93,1,Yes,Hyderabad,Healthcare
S03081,Banjeet Joshi,Female,23,PhD,Arts,Marketing,Durgapur,Chennai,Healthcare,EWS,Rural,5.89,77,Full-time,Offline,English,1-2 years,Yes,0,83,1,Yes,Warangal,Water Supply
S03082,Indrajit Sahni,Female,30,PhD,Science,"AI, Cybersecurity, C++, Public Policy",Kolkata,Durgapur,Finance,GEN,Rural,5.42,59,Part-time,Hybrid,Regional,1-2 years,Yes,1,70,4,No,Durgapur,Water Supply
S03083,Amol Sood,Female,20,PhD,Engineering,"Data Science, Java, C++",Hyderabad,Warangal,Manufacturing,EWS,Rural,7.38,92,Part-time,Offline,"English, Regional",1-2 years,Yes,1,78,3,No,Lucknow,Healthcare
S03084,Neha Reddy,Female,28,UG,Management,"IoT, Blockchain, SQL",Lucknow,Kanpur,Research,EWS,Urban,6.69,61,Full-time,Online,English,2+ years,No,1,43,2,No,Indore,Energy
S03085,Isaiah Mitter,Other,23,PG,Management,"Java, Cloud, Cybersecurity",Patna,Gaya,Education,ST,Aspirational,5.64,85,Part-time,Hybrid,"English, Hindi",1-2 years,Yes,6,79,5,No,Coimbatore,Energy
S03086,Jacob Kapadia,Female,23,PhD,Arts,Python,Patna,Gaya,Public Policy,GEN,Aspirational,7.31,95,Full-time,Offline,English,Fresher,Yes,6,83,4,Yes,Coimbatore,Mobility
S03087,Charan Varma,Female,19,UG,Arts,"Python, App Dev, C++, Java",Durgapur,Delhi,Smart Mobility,GEN,Rural,6.87,79,Part-time,Online,English,2+ years,Yes,5,84,5,No,Mysuru,Governance
S03088,Yadavi Bawa,Female,27,PG,Management,"Web Dev, Cybersecurity",Guwahati,Kolkata,Agriculture,SC,Rural,9.38,98,Full-time,Online,Hindi,2+ years,Yes,0,45,2,Yes,Bangalore,Waste Management
S03089,Krish Maharaj,Male,27,PG,Engineering,"Blockchain, Public Policy",Pune,Mumbai,Healthcare,EWS,Rural,7.56,62,Full-time,Offline,"English, Hindi",2+ years,Yes,5,52,1,Yes,Guwahati,Mobility
S03090,Udant Bala,Other,30,PhD,Engineering,ML,Vadodara,Mumbai,Public Policy,SC,Aspirational,6.22,62,Part-time,Online,"English, Regional",Fresher,Yes,0,66,1,No,Surat,Healthcare
S03091,Dhriti Koshy,Other,18,PhD,Arts,Cybersecurity,Chandigarh,Delhi,Public Policy,ST,Rural,9.1,72,Full-time,Offline,Hindi,1-2 years,No,1,64,3,Yes,Ahmedabad,Waste Management
S03092,Ekta Bath,Female,25,PhD,Arts,"ML, IoT",Nagpur,Delhi,IT,EWS,Aspirational,9.24,84,Part-time,Hybrid,Regional,2+ years,No,3,85,3,No,Mysuru,Energy
S03093,Ekantika Dave,Other,18,PG,Commerce,"Python, Cloud, Data Science, App Dev",Chandigarh,Delhi,Public Policy,ST,Aspirational,8.64,59,Full-time,Offline,Hindi,Fresher,No,0,91,2,Yes,Gurugram,Mobility
S03094,Warjas Wali,Male,20,PhD,Management,"SQL, Public Policy, Java",Durgapur,Bangalore,Education,SC,Aspirational,9.75,80,Part-time,Hybrid,"English, Hindi",2+ years,No,1,67,5,No,Bhopal,Waste Management
S03095,Wazir Chana,Male,30,UG,Science,"C++, Cybersecurity, AI, App Dev",Hyderabad,Warangal,Finance,OBC,Aspirational,8.9,69,Full-time,Online,"Regional, Hindi",2+ years,Yes,3,91,5,No,Guwahati,Energy
S03096,Maanas Raval,Male,23,PhD,Arts,Public Policy,Nagpur,Chennai,Public Policy,OBC,Urban,8.96,87,Part-time,Online,Hindi,2+ years,Yes,2,45,2,Yes,Gaya,Water Supply
S03097,Triveni Dua,Male,25,UG,Arts,"Public Policy, Data Science",Pune,Mumbai,Research,EWS,Urban,6.45,73,Part-time,Hybrid,"Regional, Hindi",2+ years,No,2,80,5,No,Chandigarh,Healthcare
S03098,Mahika Ben,Other,30,PG,Management,"Blockchain, Cybersecurity, SQL",Warangal,Delhi,E-Governance,ST,Urban,8.52,87,Full-time,Hybrid,English,Fresher,Yes,1,80,3,Yes,Ahmedabad,Water Supply
S03099,Watika Prabhu,Male,29,PhD,Engineering,Web Dev,Delhi,Gurugram,Research,OBC,Urban,8.45,87,Full-time,Online,English,2+ years,No,2,82,1,Yes,Chandigarh,Healthcare
S03100,Arin Saraf,Female,28,PG,Management,"SQL, AI, Java",Surat,Vadodara,E-Governance,SC,Urban,6.47,96,Full-time,Offline,"Hindi, English",1-2 years,Yes,5,94,2,No,Gurugram,Energy
S03101,Manya Madan,Male,18,UG,Commerce,ML,Ahmedabad,Surat,Education,EWS,Urban,9.98,72,Full-time,Offline,"English, Regional",1-2 years,No,3,87,1,Yes,Guwahati,Governance
S03102,Champak Thakkar,Female,30,PhD,Commerce,"Web Dev, App Dev",Jaipur,Delhi,E-Governance,OBC,Aspirational,9.01,84,Part-time,Offline,Hindi,1-2 years,Yes,6,58,5,No,Patna,Waste Management
S03103,Bhavika Barad,Male,20,UG,Arts,"Public Policy, Data Science",Hyderabad,Warangal,Education,ST,Urban,9.97,87,Part-time,Online,Hindi,2+ years,No,0,99,4,No,Durgapur,Governance
S03104,Upma Ramesh,Female,28,PG,Engineering,"Blockchain, C++",Kolkata,Durgapur,Education,OBC,Urban,7.15,81,Part-time,Offline,"Regional, Hindi",1-2 years,Yes,4,84,2,Yes,Bangalore,Governance
S03105,Chavvi Narasimhan,Female,26,UG,Management,"Cloud, App Dev, AI, Cybersecurity",Mumbai,Pune,Manufacturing,GEN,Rural,6.67,55,Full-time,Offline,"Hindi, Regional",2+ years,Yes,6,70,4,No,Ahmedabad,Governance
S03106,George Gandhi,Male,27,PG,Management,Data Science,Mysuru,Chennai,IT,GEN,Aspirational,9.83,94,Full-time,Offline,"Regional, English",2+ years,No,5,65,1,Yes,Bhopal,Waste Management
S03107,Daksha Sangha,Female,25,PG,Science,"Blockchain, Web Dev",Bangalore,Mysuru,Research,ST,Urban,6.91,57,Full-time,Hybrid,"Hindi, English",2+ years,Yes,3,42,5,Yes,Noida,Governance
S03108,Hiral Bajwa,Male,18,PhD,Arts,"AI, App Dev, Cloud, IoT",Kanpur,Chennai,Healthcare,GEN,Urban,7.05,67,Full-time,Offline,Regional,Fresher,No,0,57,4,No,Lucknow,Governance
S03109,Vedhika Goyal,Female,21,PhD,Arts,"IoT, Java",Durgapur,Delhi,Smart Mobility,GEN,Urban,7.91,56,Full-time,Offline,"Regional, Hindi",1-2 years,No,5,83,2,No,Patna,Energy
S03110,Dalaja Sarraf,Other,22,PG,Arts,"ML, Web Dev",Delhi,Gurugram,Healthcare,GEN,Rural,8.19,69,Part-time,Offline,"English, Regional",Fresher,Yes,5,70,4,Yes,Delhi,Governance
S03111,Pavani Natt,Female,27,PhD,Commerce,"App Dev, Python, Finance, C++",Bhopal,Indore,Agriculture,GEN,Aspirational,7.33,59,Part-time,Online,English,1-2 years,Yes,4,55,4,Yes,Mumbai,Energy
S03112,Shravya Biswas,Female,28,PG,Management,AI,Warangal,Pune,IT,OBC,Aspirational,6.86,94,Full-time,Offline,Hindi,1-2 years,Yes,6,100,4,Yes,Warangal,Governance
S03113,Lakshit Kalita,Female,21,PG,Science,"IoT, Public Policy, Cybersecurity, Web Dev",Patna,Gaya,Manufacturing,ST,Aspirational,9.26,95,Full-time,Offline,Regional,2+ years,Yes,6,61,2,No,Gaya,Healthcare
S03114,Brijesh Dasgupta,Female,23,PG,Arts,"Cybersecurity, Cloud",Lucknow,Kanpur,Research,OBC,Aspirational,9.28,97,Part-time,Online,"English, Hindi",Fresher,No,5,76,5,No,Chennai,Water Supply
S03115,Abhiram Dasgupta,Male,22,UG,Arts,"Web Dev, Cybersecurity, Finance",Hyderabad,Warangal,Manufacturing,GEN,Aspirational,8.28,67,Full-time,Online,"Hindi, Regional",1-2 years,Yes,1,58,4,No,Pune,Water Supply
S03116,Atharv Bhattacharyya,Male,25,PhD,Science,SQL,Guwahati,Kolkata,Healthcare,OBC,Rural,7.9,88,Part-time,Hybrid,English,1-2 years,No,5,100,1,Yes,Surat,Water Supply
S03117,Balhaar Shere,Male,25,UG,Management,Web Dev,Nagpur,Chennai,Healthcare,GEN,Rural,8.1,73,Part-time,Hybrid,"Regional, Hindi",1-2 years,No,1,41,3,Yes,Indore,Mobility
S03118,Turvi Magar,Other,26,PG,Management,"Java, Finance, Web Dev",Kolkata,Durgapur,Healthcare,EWS,Urban,7.51,98,Full-time,Hybrid,"Hindi, Regional",1-2 years,No,1,55,4,No,Mysuru,Water Supply
S03119,Jairaj Taneja,Female,24,UG,Science,"SQL, Web Dev, Public Policy",Gurugram,Bangalore,Manufacturing,OBC,Urban,5.4,87,Part-time,Online,Regional,2+ years,Yes,0,81,1,Yes,Pune,Healthcare
